season,season_type,week,player_display_name,player_position,team_abbr,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected
2016,REG,0,David Johnson,RB,ARI,3.869200968523,25.5972696245734,2.6375078125,293,1239,4.22866894197952,16,00-0032187,David,Johnson,31,D.Johnson,,,,
2016,REG,0,Latavius Murray,RB,LV,3.91307106598985,45.6410256410257,2.58917127071823,195,788,4.04102564102564,12,00-0030513,Latavius,Murray,28,L.Murray,,,,
2016,REG,0,Jonathan Stewart,RB,CAR,4.37992718446602,38.0733944954128,2.83438974358974,218,824,3.77981651376147,9,00-0026153,Jonathan,Stewart,28,J.Stewart,,,,
2016,REG,0,LeSean McCoy,RB,BUF,3.95764009471192,26.9230769230769,3.00344444444444,234,1267,5.41452991452992,13,00-0027029,LeSean,McCoy,25,L.McCoy,,,,
2016,REG,0,Doug Martin,RB,TB,5.17163895486936,33.3333333333333,2.8401652892562,144,421,2.92361111111111,3,00-0029613,Douglas,Martin,22,,,,,
2016,REG,0,Paul Perkins,RB,NYG,3.68256578947369,5.35714285714286,2.57455140186916,112,456,4.07142857142857,0,00-0032417,Paul,Perkins,28,P.Perkins,,,,
2016,REG,0,C.J. Anderson,RB,DEN,4.11347826086957,22.7272727272727,2.49030612244898,110,437,3.97272727272727,4,00-0029854,Cortrelle,Anderson,22,C.Anderson,,,,
2016,REG,0,Tim Hightower,RB,NO,3.73704379562044,27.8195488721805,2.55385483870968,133,548,4.1203007518797,4,00-0026289,Tim,Hightower,34,T.Hightower,,,,
2016,REG,0,Matt Asiata,RB,MIN,3.99945273631841,38.8429752066116,2.25641592920354,121,402,3.32231404958678,6,00-0028198,Matt,Asiata,44,M.Asiata,,,,
2016,REG,0,Jay Ajayi,RB,MIA,3.90761006289308,23.0769230769231,2.7522027027027,260,1272,4.89230769230769,8,00-0031590,Jay,Ajayi,23,J.Ajayi,,,,
2016,REG,0,Devonta Freeman,RB,ATL,4.04734012974977,33.0396475770925,2.68122164948454,227,1079,4.75330396475771,11,00-0031285,Devonta,Freeman,24,D.Freeman,,,,
2016,REG,0,Jerick McKinnon,RB,MIN,4.86892393320965,25.7861635220126,2.64030147058824,159,539,3.38993710691824,2,00-0031376,Jerick,McKinnon,21,J.McKinnon,,,,
2016,REG,0,Carlos Hyde,RB,SF,3.83896761133603,12.9032258064516,2.67521693121693,217,988,4.55299539170507,6,00-0031045,Carlos,Hyde,28,C.Hyde,,,,
2016,REG,0,Bilal Powell,RB,NYJ,3.25760387811634,9.16030534351145,2.71658333333333,131,722,5.51145038167939,3,00-0028064,Bilal,Powell,29,B.Powell,,,,
2016,REG,0,LeGarrette Blount,RB,NE,4.07401378122309,43.4782608695652,2.68075757575758,299,1161,3.88294314381271,18,00-0027325,LeGarrette,Blount,29,L.Blount,,,,
2016,REG,0,Giovani Bernard,RB,CIN,4.86445103857567,6.59340659340659,2.7615421686747,91,337,3.7032967032967,2,00-0030456,Giovani,Bernard,25,G.Bernard,,,,
2016,REG,0,Jeremy Hill,RB,CIN,4.38203814064362,19.8198198198198,2.61337,222,839,3.77927927927928,9,00-0031301,Jeremy,Hill,32,,,,,
2016,REG,0,Rashad Jennings,RB,NYG,4.27043918918919,6.66666666666667,2.51095652173913,180,592,3.28888888888889,3,00-0027155,Rashad,Jennings,23,R.Jennings,,,,
2016,REG,0,Dwayne Washington,RB,DET,5.35436090225564,17.7777777777778,2.89760975609756,90,266,2.95555555555556,1,00-0032450,Dwayne,Washington,36,,,,,
2016,REG,0,Devontae Booker,RB,DEN,4.50509803921569,24.1379310344828,2.48436075949367,174,612,3.51724137931035,4,00-0032972,Devontae,Booker,23,D.Booker,,,,
2016,REG,0,Kenneth Dixon,RB,BAL,4.08293193717278,20.4545454545455,2.79490666666667,88,382,4.34090909090909,2,00-0032411,Kenneth,Dixon,30,K.Dixon,,,,
2016,REG,0,Mark Ingram,RB,NO,3.45649089165868,18.5365853658537,2.58297905759162,205,1043,5.08780487804878,6,00-0027966,Mark,Ingram,22,M.Ingram,,,,
2016,REG,0,Melvin Gordon,RB,LAC,4.08390170511535,36.2204724409449,2.51341176470588,254,997,3.9251968503937,10,00-0032144,Melvin,Gordon,28,,,,,
2016,REG,0,Charcandrick West,RB,KC,4.90839590443686,27.2727272727273,2.87423684210526,88,293,3.32954545454545,1,00-0030668,Charcandrick,West,35,C.West,,,,
2016,REG,0,T.J. Yeldon,RB,JAX,4.51374458874459,18.6046511627907,2.58046428571429,129,462,3.58139534883721,1,00-0032209,Timothy,Yeldon,24,T.Yeldon,,,,
2016,REG,0,Matt Forte,RB,NYJ,4.21070110701107,14.6788990825688,2.63685641025641,218,813,3.72935779816514,7,00-0026184,Matthew,Forte,22,M.Forte,,,,
2016,REG,0,Isaiah Crowell,RB,CLE,3.51209033613446,26.7676767676768,2.75163253012048,198,952,4.80808080808081,7,00-0030656,Isaiah,Crowell,34,I.Crowell,,,,
2016,REG,0,Tevin Coleman,RB,ATL,4.34292307692308,27.9661016949153,2.76823364485981,118,520,4.40677966101695,8,00-0032058,Tevin,Coleman,26,T.Coleman,,,,
2016,REG,0,DeAndre Washington,RB,LV,3.13777301927195,20.6896551724138,2.5881975308642,87,467,5.36781609195402,2,00-0032940,DeAndre,Washington,33,D.Washington,,,,
2016,REG,0,Todd Gurley,RB,LAR,4.78337853107345,25.8992805755396,2.53331020408163,278,885,3.18345323741007,6,00-0032241,Todd,Gurley,30,T.Gurley,,,,
2016,REG,0,Chris Ivory,RB,JAX,4.81285057471264,21.1864406779661,2.8285,118,435,3.6864406779661,3,00-0027531,Chris,Ivory,33,,,,,
2016,REG,0,DeMarco Murray,RB,TEN,4.18726422447389,46.7576791808874,2.90330384615385,293,1283,4.37883959044369,9,00-0028009,DeMarco,Murray,29,D.Murray,,,,
2016,REG,0,Jordan Howard,RB,CHI,3.61664127951257,27.7777777777778,2.72190043290043,252,1313,5.21031746031746,6,00-0032780,Jordan,Howard,24,J.Howard,,,,
2016,REG,0,Le'Veon Bell,RB,PIT,3.9478785488959,24.5210727969349,3.07277822580645,261,1268,4.85823754789272,7,00-0030496,Le'Veon,Bell,26,L.Bell,,,,
2016,REG,0,Jacquizz Rodgers,RB,TB,3.66501785714286,24.8062015503876,2.68004464285714,129,560,4.34108527131783,2,00-0028083,Jacquizz,Rodgers,32,J.Rodgers,,,,
2016,REG,0,Ezekiel Elliott,RB,DAL,3.65130594727161,28.8819875776398,2.80541891891892,322,1631,5.06521739130435,15,00-0033045,Ezekiel,Elliott,21,E.Elliott,,,,
2016,REG,0,Darren Sproles,RB,PHI,3.97988584474886,10.6382978723404,2.81279268292683,94,438,4.65957446808511,2,00-0023564,Darren,Sproles,43,D.Sproles,,,,
2016,REG,0,Terrance West,RB,BAL,4.15856031128405,21.875,2.80479289940828,192,771,4.015625,5,00-0031375,Terrance,West,28,T.West,,,,
2016,REG,0,DeAngelo Williams,RB,PIT,4.95717201166181,24.4897959183673,3.07571428571429,98,343,3.5,4,00-0024242,DeAngelo,Williams,34,D.Williams,,,,
2016,REG,0,Matt Jones,RB,WAS,3.89460869565218,29.2929292929293,2.83402272727273,99,460,4.64646464646465,3,00-0031939,Matt,Jones,31,,,,,
2016,REG,0,Theo Riddick,RB,DET,4.52571428571429,13.0434782608696,2.74013513513513,92,357,3.8804347826087,1,00-0030107,Theo,Riddick,25,,,,,
2016,REG,0,Frank Gore,RB,IND,3.70299412915851,20.9125475285171,2.3430564516129,263,1022,3.88593155893536,4,00-0023500,Frank,Gore,23,F.Gore,,,,
2016,REG,0,Alfred Blue,RB,HOU,3.77133333333333,20,2.40032978723404,100,420,4.2,1,00-0031075,Alfred,Blue,28,A.Blue,,,,
2016,REG,0,Lamar Miller,RB,HOU,4.02734770384255,26.5917602996255,2.5244837398374,267,1067,3.99625468164794,5,00-0029615,Lamar,Miller,26,L.Miller,,,,
2016,REG,0,Rob Kelley,RB,WAS,4.07701704545454,22.6190476190476,2.68464473684211,168,704,4.19047619047619,6,00-0032371,Robert,Kelley,32,R.Kelley,,,,
2016,REG,0,Christine Michael,RB,GB,4.57646655231561,20.9459459459459,2.6025859375,148,583,3.93918918918919,7,00-0030432,Christine,Michael,32,C.Michael,,,,
2016,REG,0,Spencer Ware,RB,KC,3.96644951140065,21.9626168224299,2.82045685279188,214,921,4.30373831775701,3,00-0030414,Spencer,Ware,32,S.Ware,,,,
2016,REG,0,Ryan Mathews,RB,PHI,4.39198184568835,21.9354838709677,2.68770588235294,155,661,4.26451612903226,8,00-0027864,Ryan,Mathews,24,,,,,
2016,REG,0,Justin Forsett,RB,DEN,5.29250859106529,8.04597701149425,2.80671621621622,87,291,3.3448275862069,1,00-0026373,Justin,Forsett,20,J.Forsett,,,,
2016,REG,0,Thomas Rawls,RB,SEA,4.92014326647565,18.348623853211,2.53309677419355,109,349,3.20183486238532,3,00-0031897,Thomas,Rawls,34,T.Rawls,,,,
2016,REG,0,Zach Zenner,FB,DET,3.98416167664671,19.3181818181818,2.58141891891892,88,334,3.79545454545455,4,00-0031665,Zach,Zenner,34,Z.Zenner,,,,
2016,REG,0,Derrick Henry,RB,TEN,4.12073469387755,52.7272727272727,2.79300980392157,110,490,4.45454545454545,5,00-0032764,Derrick,Henry,22,D.Henry,,,,
2016,REG,0,Mike Gillislee,RB,BUF,3.45159445407279,45.5445544554456,2.6981170212766,101,577,5.71287128712871,8,00-0030433,Mike,Gillislee,35,M.Gillislee,,,,
2016,REG,1,Mark Ingram,RB,NO,3.33758620689655,0,2.02845454545455,12,58,4.83333333333333,0,00-0027966,Mark,Ingram,22,M.Ingram,,,,
2016,REG,1,Christine Michael,RB,SEA,3.86106060606061,6.66666666666667,2.1525,15,66,4.4,0,00-0030432,Christine,Michael,32,C.Michael,,,,
2016,REG,1,Spencer Ware,FB,KC,3.51528571428571,0,3.04918181818182,11,70,6.36363636363636,1,00-0030414,Spencer,Ware,32,S.Ware,,,,
2016,REG,1,Isaiah Crowell,RB,CLE,3.40354838709677,25,2.64318181818182,12,62,5.16666666666667,1,00-0030656,Isaiah,Crowell,34,I.Crowell,,,,
2016,REG,1,Melvin Gordon,RB,LAC,3.70771929824561,50,2.24323076923077,14,57,4.07142857142857,2,00-0032144,Melvin,Gordon,28,M.Gordon,,,,
2016,REG,1,Eddie Lacy,RB,GB,3.93950819672131,0,2.20590909090909,14,61,4.35714285714286,0,00-0030485,Eddie,Lacy,27,E.Lacy,,,,
2016,REG,1,David Johnson,RB,ARI,3.10797752808989,43.75,2.52886666666667,16,89,5.5625,1,00-0032187,David,Johnson,31,D.Johnson,,,,
2016,REG,1,Doug Martin,RB,TB,4.39370967741935,16.6666666666667,2.747375,18,62,3.44444444444444,0,00-0029613,Doug,Martin,22,D.Martin,,,,
2016,REG,1,LeSean McCoy,RB,BUF,5.54465517241379,31.25,2.97028571428571,16,58,3.625,1,00-0027029,LeSean,McCoy,25,L.McCoy,,,,
2016,REG,1,Frank Gore,RB,IND,3.35745762711864,0,2.07346153846154,14,59,4.21428571428571,0,00-0023500,Frank,Gore,23,F.Gore,,,,
2016,REG,1,Rashad Jennings,RB,NYG,3.69213333333333,11.1111111111111,2.56826666666667,18,75,4.16666666666667,0,00-0027155,Rashad,Jennings,23,R.Jennings,,,,
2016,REG,1,Jeremy Langford,RB,CHI,4.97298245614035,29.4117647058824,2.49076923076923,17,57,3.35294117647059,1,00-0031569,Jeremy,Langford,33,J.Langford,,,,
2016,REG,1,Arian Foster,RB,MIA,6.09763157894737,15.3846153846154,2.59253846153846,13,38,2.92307692307692,0,00-0026796,Arian,Foster,29,A.Foster,,,,
2016,REG,1,Ezekiel Elliott,RB,DAL,5.6121568627451,10,2.76027777777778,20,51,2.55,1,00-0033045,Ezekiel,Elliott,21,E.Elliott,,,,
2016,REG,1,Devonta Freeman,RB,ATL,9.6745,27.2727272727273,2.510125,11,20,1.81818181818182,0,00-0031285,Devonta,Freeman,24,D.Freeman,,,,
2016,REG,1,C.J. Anderson,RB,DEN,3.68684782608696,15,2.55042105263158,20,92,4.6,1,00-0029854,Cortrelle,Anderson,22,C.Anderson,,,,
2016,REG,1,DeMarco Murray,RB,TEN,5.15642857142857,30.7692307692308,2.596,13,42,3.23076923076923,0,00-0028009,DeMarco,Murray,29,D.Murray,,,,
2016,REG,1,Lamar Miller,RB,HOU,4.18367924528302,17.8571428571429,2.29385185185185,28,106,3.78571428571429,0,00-0029615,Lamar,Miller,26,L.Miller,,,,
2016,REG,1,Ryan Mathews,RB,PHI,4.9361038961039,13.6363636363636,2.56963636363636,22,77,3.5,1,00-0027864,Ryan,Mathews,24,R.Mathews,,,,
2016,REG,1,DeAngelo Williams,RB,PIT,3.31090909090909,34.6153846153846,2.84488461538462,26,143,5.5,2,00-0024242,DeAngelo,Williams,34,D.Williams,,,,
2016,REG,1,Terrance West,RB,BAL,5.881875,33.3333333333333,2.98309090909091,12,32,2.66666666666667,0,00-0031375,Terrance,West,28,T.West,,,,
2016,REG,1,Adrian Peterson,RB,MIN,8.30193548387097,42.1052631578947,2.32542857142857,19,31,1.63157894736842,0,00-0025394,Adrian,Peterson,28,A.Peterson,,,,
2016,REG,1,Jonathan Stewart,RB,CAR,3.69484375,60,2.5948,15,64,4.26666666666667,0,00-0026153,Jonathan,Stewart,28,J.Stewart,,,,
2016,REG,1,T.J. Yeldon,RB,JAX,7.4527027027027,5,2.10721428571429,20,37,1.85,1,00-0032209,Timothy,Yeldon,24,T.Yeldon,,,,
2016,REG,1,Ameer Abdullah,RB,DET,4.16333333333333,0,2.85218181818182,12,63,5.25,0,00-0032104,Ameer,Abdullah,21,A.Abdullah,,,,
2016,REG,1,Matt Forte,RB,NYJ,3.600625,4.54545454545455,2.55026315789474,22,96,4.36363636363636,0,00-0026184,Matthew,Forte,22,M.Forte,,,,
2016,REG,1,Latavius Murray,RB,LV,3.50847457627119,14.2857142857143,2.06983333333333,14,59,4.21428571428571,1,00-0030513,Latavius,Murray,28,L.Murray,,,,
2016,REG,1,Thomas Rawls,RB,SEA,5.4821875,16.6666666666667,2.38763636363636,12,32,2.66666666666667,0,00-0031897,Thomas,Rawls,34,T.Rawls,,,,
2016,REG,1,Justin Forsett,RB,BAL,4.38926829268293,10,2.95566666666667,10,41,4.1,0,00-0026373,Justin,Forsett,29,J.Forsett,,,,
2016,REG,1,LeGarrette Blount,RB,NE,4.777,22.7272727272727,2.72536842105263,22,70,3.18181818181818,1,00-0027325,LeGarrette,Blount,29,L.Blount,,,,
2016,REG,1,Todd Gurley,RB,LAR,6.48425531914894,29.4117647058824,3.189125,17,47,2.76470588235294,0,00-0032241,Todd,Gurley,30,T.Gurley,,,,
2016,REG,1,Danny Woodhead,RB,LAC,2.62314606741573,0,2.441625,16,89,5.5625,0,00-0026019,Danny,Woodhead,39,D.Woodhead,,,,
2016,REG,1,Carlos Hyde,RB,SF,4.29590909090909,8.69565217391304,2.5851,23,88,3.82608695652174,2,00-0031045,Carlos,Hyde,28,C.Hyde,,,,
2016,REG,2,Christine Michael,RB,SEA,3.31316666666667,20,2.157625,10,60,6,0,00-0030432,Christine,Michael,32,C.Michael,,,,
2016,REG,2,David Johnson,RB,ARI,5.03044444444445,8.33333333333333,3.16241666666667,12,45,3.75,0,00-0032187,David,Johnson,31,D.Johnson,,,,
2016,REG,2,C.J. Anderson,RB,DEN,4.41013513513514,35,2.386375,20,74,3.7,1,00-0029854,C.J.,Anderson,22,C.Anderson,,,,
2016,REG,2,Jeremy Hill,RB,CIN,6.51363636363636,18.1818181818182,2.7018,11,22,2,0,00-0031301,Jeremy,Hill,32,J.Hill,,,,
2016,REG,2,DeAngelo Williams,RB,PIT,6.06382978723405,21.875,3.22944827586207,32,94,2.9375,0,00-0024242,DeAngelo,Williams,34,D.Williams,,,,
2016,REG,2,Shane Vereen,RB,NYG,4.40057142857143,0,2.70444444444445,11,35,3.18181818181818,0,00-0027994,Shane,Vereen,34,S.Vereen,,,,
2016,REG,2,Spencer Ware,RB,KC,4.15508771929825,20,2.5819,10,57,5.7,0,00-0030414,Spencer,Ware,32,S.Ware,,,,
2016,REG,2,Melvin Gordon,RB,LAC,3.94235294117647,12.5,2.44815,24,102,4.25,1,00-0032144,Melvin,Gordon,28,M.Gordon,,,,
2016,REG,2,Frank Gore,RB,IND,3.80909090909091,69.2307692307692,2.24192307692308,13,44,3.38461538461538,0,00-0023500,Frank,Gore,23,F.Gore,,,,
2016,REG,2,Carlos Hyde,RB,SF,7.53970588235294,0,3.0905,14,34,2.42857142857143,0,00-0031045,Carlos,Hyde,28,C.Hyde,,,,
2016,REG,2,Chris Johnson,RB,ARI,4.5912962962963,50,2.39485714285714,16,54,3.375,1,00-0026164,Chris,Johnson,23,C.Johnson,,,,
2016,REG,2,Isaiah Crowell,RB,CLE,2.76398496240602,38.8888888888889,2.92614285714286,18,133,7.38888888888889,1,00-0030656,Isaiah,Crowell,34,I.Crowell,,,,
2016,REG,2,Eddie Lacy,RB,GB,4.3594,8.33333333333333,2.76990909090909,12,50,4.16666666666667,0,00-0030485,Eddie,Lacy,27,E.Lacy,,,,
2016,REG,2,Todd Gurley,RB,LAR,5.58588235294118,63.1578947368421,2.48806666666667,19,51,2.68421052631579,0,00-0032241,Todd,Gurley,30,T.Gurley,,,,
2016,REG,2,Justin Forsett,RB,BAL,6.35432432432432,14.2857142857143,3.00258333333333,14,37,2.64285714285714,0,00-0026373,Justin,Forsett,29,J.Forsett,,,,
2016,REG,2,DeMarco Murray,RB,TEN,2.74887640449438,41.6666666666667,2.55344444444444,12,89,7.41666666666667,0,00-0028009,DeMarco,Murray,29,D.Murray,,,,
2016,REG,2,Fozzy Whittaker,RB,CAR,3.2209,25,2.98353333333333,16,100,6.25,0,00-0029731,Fozzy,Whittaker,43,F.Whittaker,,,,
2016,REG,2,Jeremy Langford,RB,CHI,5.72321428571429,18.1818181818182,2.45977777777778,11,28,2.54545454545455,1,00-0031569,Jeremy,Langford,33,J.Langford,,,,
2016,REG,2,Ezekiel Elliott,RB,DAL,4.20686746987952,23.8095238095238,2.47166666666667,21,83,3.95238095238095,1,00-0033045,Ezekiel,Elliott,21,E.Elliott,,,,
2016,REG,2,Devonta Freeman,RB,ATL,3.28774193548387,76.4705882352941,2.9061875,17,93,5.47058823529412,0,00-0031285,Devonta,Freeman,24,D.Freeman,,,,
2016,REG,2,Matt Forte,RB,NYJ,4.5829,3.33333333333333,2.761,30,100,3.33333333333333,3,00-0026184,Matt,Forte,22,M.Forte,,,,
2016,REG,2,Adrian Peterson,RB,MIN,8.34157894736842,41.6666666666667,2.594,12,19,1.58333333333333,0,00-0025394,Adrian,Peterson,28,A.Peterson,,,,
2016,REG,2,Tevin Coleman,RB,ATL,4.06934782608696,50,2.94472727272727,12,46,3.83333333333333,1,00-0032058,Tevin,Coleman,26,T.Coleman,,,,
2016,REG,2,Rashad Jennings,RB,NYG,5.81923076923077,16.6666666666667,2.4756,12,26,2.16666666666667,0,00-0027155,Rashad,Jennings,23,R.Jennings,,,,
2016,REG,2,Matt Jones,RB,WAS,3.87344262295082,0,2.73738461538462,13,61,4.69230769230769,1,00-0031939,Matt,Jones,31,M.Jones,,,,
2016,REG,2,Darren Sproles,RB,PHI,5.4185,0,2.94190909090909,12,40,3.33333333333333,0,00-0023564,Darren,Sproles,43,D.Sproles,,,,
