season,season_type,week,player_display_name,player_position,team_abbr,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,avg_rush_yards,rush_touchdowns,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name,expected_rush_yards,rush_yards_over_expected,rush_yards_over_expected_per_att,rush_pct_over_expected
2016,REG,2,Theo Riddick,RB,DET,4.19108108108108,18.1818181818182,2.72355555555556,11,37,3.36363636363636,0,00-0030107,Theo,Riddick,25,T.Riddick,,,,
2016,REG,2,LeSean McCoy,RB,BUF,4.48271186440678,6.66666666666667,2.76758333333333,15,59,3.93333333333333,0,00-0027029,LeSean,McCoy,25,L.McCoy,,,,
2016,REG,2,Terrance West,RB,BAL,4.68904761904762,9.09090909090909,2.86881818181818,11,42,3.81818181818182,0,00-0031375,Terrance,West,28,T.West,,,,
2016,REG,2,Lamar Miller,RB,HOU,4.17818181818182,16.6666666666667,2.54634782608696,24,77,3.20833333333333,0,00-0029615,Lamar,Miller,26,L.Miller,,,,
2016,REG,2,LeGarrette Blount,RB,NE,3.71617886178862,44.8275862068966,2.71242307692308,29,123,4.24137931034483,1,00-0027325,LeGarrette,Blount,29,L.Blount,,,,
2016,REG,3,Devonta Freeman,RB,ATL,2.75131578947368,7.14285714285714,2.51316666666667,14,152,10.8571428571429,0,00-0031285,Devonta,Freeman,24,D.Freeman,,,,
2016,REG,3,Jeremy Hill,RB,CIN,3.03309278350515,35.2941176470588,2.57776470588235,17,97,5.70588235294118,2,00-0031301,Jeremy,Hill,32,J.Hill,,,,
2016,REG,3,Frank Gore,RB,IND,3.6619512195122,19.0476190476191,2.42915789473684,21,82,3.9047619047619,1,00-0023500,Frank,Gore,23,F.Gore,,,,
2016,REG,3,Lamar Miller,RB,HOU,3.872125,4.76190476190476,2.31489473684211,21,80,3.80952380952381,0,00-0029615,Lamar,Miller,26,L.Miller,,,,
2016,REG,3,LeGarrette Blount,RB,NE,3.18361904761905,41.6666666666667,2.41057142857143,24,105,4.375,2,00-0027325,LeGarrette,Blount,29,L.Blount,,,,
2016,REG,3,Carlos Hyde,RB,SF,3.54980582524272,42.8571428571429,2.38255,21,103,4.90476190476191,2,00-0031045,Carlos,Hyde,28,C.Hyde,,,,
2016,REG,3,Matt Forte,RB,NYJ,3.97415384615385,0,2.29585714285714,15,65,4.33333333333333,0,00-0026184,Matt,Forte,22,M.Forte,,,,
2016,REG,3,David Johnson,RB,ARI,4.17180722891566,26.3157894736842,2.62823529411765,19,83,4.36842105263158,2,00-0032187,David,Johnson,31,D.Johnson,,,,
2016,REG,3,C.J. Anderson,RB,DEN,5.3472972972973,14.2857142857143,2.93858333333333,14,37,2.64285714285714,0,00-0029854,C.J.,Anderson,22,C.Anderson,,,,
2016,REG,3,Dwayne Washington,RB,DET,5.365,30,3.21244444444445,10,38,3.8,0,00-0032450,Dwayne,Washington,36,D.Washington,,,,
2016,REG,3,Theo Riddick,RB,DET,14.5077777777778,10,2.6478,10,9,0.9,0,00-0030107,Theo,Riddick,25,T.Riddick,,,,
2016,REG,3,Isaiah Crowell,RB,CLE,3.07417721518987,46.6666666666667,2.67014285714286,15,79,5.26666666666667,0,00-0030656,Isaiah,Crowell,34,I.Crowell,,,,
2016,REG,3,Orleans Darkwa,RB,NYG,2.86471698113208,0,2.45522222222222,10,53,5.3,1,00-0030860,Orleans,Darkwa,26,O.Darkwa,,,,
2016,REG,3,Spencer Ware,RB,KC,4.9692,20,2.5016,20,75,3.75,0,00-0030414,Spencer,Ware,32,S.Ware,,,,
2016,REG,3,Chris Ivory,RB,JAX,12.8671428571429,8.33333333333333,3.2254,12,14,1.16666666666667,0,00-0027531,Christopher,Ivory,33,C.Ivory,,,,
2016,REG,3,Cameron Artis-Payne,RB,CAR,4.05148936170213,8.33333333333333,2.91108333333333,12,47,3.91666666666667,0,00-0031599,Cameron,Artis-Payne,34,C.Artis-Payne,,,,
2016,REG,3,Duke Johnson,RB,CLE,2.75275362318841,30,2.36533333333333,10,69,6.9,0,00-0032257,Duke,Johnson,29,D.Johnson,,,,
2016,REG,3,Christine Michael,RB,SEA,3.64660377358491,5,2.43783333333333,20,106,5.3,2,00-0030432,Christine,Michael,32,C.Michael,,,,
2016,REG,3,Latavius Murray,RB,LV,4.31783783783784,40,2.8499,10,37,3.7,1,00-0030513,Latavius,Murray,28,L.Murray,,,,
2016,REG,3,Eddie Lacy,RB,GB,3.54417475728155,11.7647058823529,2.53,17,103,6.05882352941176,0,00-0030485,Eddie,Lacy,27,E.Lacy,,,,
2016,REG,3,Tevin Coleman,RB,ATL,5.51166666666667,8.33333333333333,2.63758333333333,12,42,3.5,3,00-0032058,Tevin,Coleman,26,T.Coleman,,,,
2016,REG,3,Derrick Henry,RB,TEN,3.88466666666667,40,2.44611111111111,10,45,4.5,0,00-0032764,Derrick,Henry,22,D.Henry,,,,
2016,REG,3,Mark Ingram,RB,NO,3.10454545454545,6.66666666666667,2.19813333333333,15,77,5.13333333333333,0,00-0027966,Mark,Ingram,22,M.Ingram,,,,
2016,REG,3,Todd Gurley,RB,LAR,4.64129411764706,18.5185185185185,2.40924,27,85,3.14814814814815,2,00-0032241,Todd,Gurley,30,T.Gurley,,,,
2016,REG,3,LeSean McCoy,RB,BUF,3.43281818181818,35.2941176470588,2.68526666666667,17,110,6.47058823529412,2,00-0027029,LeSean,McCoy,25,L.McCoy,,,,
2016,REG,3,Wendell Smallwood,RB,PHI,4.06949367088608,41.1764705882353,2.9725625,17,79,4.64705882352941,1,00-0032782,Wendell,Smallwood,28,W.Smallwood,,,,
2016,REG,3,DeMarco Murray,RB,TEN,3.05938596491228,25,2.90053333333333,16,114,7.125,1,00-0028009,DeMarco,Murray,29,D.Murray,,,,
2016,REG,3,Charles Sims,RB,TB,4.16163636363636,46.1538461538462,2.585,13,55,4.23076923076923,1,00-0031390,Charles,Sims,34,C.Sims,,,,
2016,REG,3,Terrance West,RB,BAL,3.406,0,2.6402,10,45,4.5,0,00-0031375,Terrance,West,28,T.West,,,,
2016,REG,3,Matt Jones,RB,WAS,4.24369230769231,17.6470588235294,2.94206666666667,17,65,3.82352941176471,0,00-0031939,Matt,Jones,31,M.Jones,,,,
2016,REG,3,Jerick McKinnon,RB,MIN,5.82422222222222,43.75,2.74966666666667,16,45,2.8125,0,00-0031376,Jerick,McKinnon,21,J.McKinnon,,,,
2016,REG,3,Ezekiel Elliott,RB,DAL,4.16314285714286,50,2.72646428571429,30,140,4.66666666666667,0,00-0033045,Ezekiel,Elliott,21,E.Elliott,,,,
2016,REG,3,Melvin Gordon,RB,LAC,5.94085714285714,12.5,2.427,16,35,2.1875,1,00-0032144,Melvin,Gordon,28,M.Gordon,,,,
2016,REG,3,Shane Vereen,RB,NYG,2.39208955223881,0,2.5889,11,67,6.09090909090909,1,00-0027994,Shane,Vereen,34,S.Vereen,,,,
2016,REG,4,Theo Riddick,RB,DET,5.49129032258065,0,2.9323,11,31,2.81818181818182,0,00-0030107,Theo,Riddick,25,T.Riddick,,,,
2016,REG,4,Giovani Bernard,RB,CIN,7.75722222222222,10,2.73288888888889,10,18,1.8,0,00-0030456,Giovani,Bernard,25,G.Bernard,,,,
2016,REG,4,Lamar Miller,RB,HOU,4.03719512195122,26.3157894736842,2.93882352941176,19,82,4.31578947368421,0,00-0029615,Lamar,Miller,26,L.Miller,,,,
2016,REG,4,C.J. Anderson,RB,DEN,5.59020408163265,21.0526315789474,2.4923125,19,49,2.57894736842105,1,00-0029854,C.J.,Anderson,22,C.Anderson,,,,
2016,REG,4,Matt Forte,RB,NYJ,6.80444444444444,28.5714285714286,2.55515384615385,14,27,1.92857142857143,0,00-0026184,Matthew,Forte,22,M.Forte,,,,
2016,REG,4,Orleans Darkwa,RB,NYG,3.90854166666667,0,2.78708333333333,12,48,4,1,00-0030860,Orleans,Darkwa,26,O.Darkwa,,,,
2016,REG,4,Devonta Freeman,RB,ATL,4.08017543859649,23.0769230769231,2.659,13,57,4.38461538461539,1,00-0031285,Devonta,Freeman,24,D.Freeman,,,,
2016,REG,4,Carlos Hyde,RB,SF,3.92689189189189,13.3333333333333,2.60107142857143,15,74,4.93333333333333,1,00-0031045,Carlos,Hyde,28,C.Hyde,,,,
