season,season_type,week,player_display_name,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
2016,REG,0,Cole Beasley,WR,DAL,6.70641304347826,3.40452260939134,6.84010204081633,15.9711517155771,75,98,76.530612244898,833,5,4.9608,5.17348295324779,-0.212682953247787,00-0029000,Cole,Beasley,11,C.Beasley
2016,REG,0,Doug Baldwin,WR,SEA,6.6188679245283,3.06986702128623,9.40264,22.9275867248506,94,125,75.2,1128,7,4.89021276595745,5.13396274694725,-0.243749980989798,00-0028434,Doug,Baldwin,89,D.Baldwin
2016,REG,0,Brian Quick,WR,LAR,6.54648648648649,2.16679627828344,12.2725974025974,22.1407652116867,41,77,53.2467532467533,564,3,4.04073170731707,2.8924003875388,1.14833131977827,00-0029640,Brian,Quick,83,B.Quick
2016,REG,0,Allen Hurns,WR,JAX,6.54,2.53540712271,10.7685526315789,14.9770150280724,35,76,46.0526315789474,477,3,5.98771428571429,6.15713816114657,-0.169423875432284,00-0030821,Allen,Hurns,88,
2016,REG,0,Marquise Goodwin,WR,BUF,6.53590909090909,2.83955248385993,15.8232352941176,22.8663357078495,29,68,42.6470588235294,413,3,2.33724137931035,2.26945119890669,0.0677901804036556,00-0030068,Marquise,Goodwin,88,M.Goodwin
2016,REG,0,Quincy Enunwa,WR,NYJ,6.52320512820513,2.43273830671301,9.66114285714286,19.3263718614793,58,105,55.2380952380953,857,4,6.23448275862069,5.82393835879572,0.410544399824967,00-0031023,Onachie,Enunwa,81,Q.Enunwa
2016,REG,0,Jeremy Kerley,WR,SF,6.5178431372549,3.14941087078368,9.17147826086956,24.7963456235174,64,115,55.6521739130435,667,3,3.16359375,4.81490707587647,-1.65131332587647,00-0028091,Jeremy,Kerley,17,J.Kerley
2016,REG,0,Adam Humphries,WR,TB,6.50818181818182,3.41684221487661,5.73168674698795,7.78807682485217,55,83,66.2650602409639,622,2,7.18036363636364,6.42613782628685,0.75422581007679,00-0032009,Adam,Humphries,11,A.Humphries
2016,REG,0,Steve Smith,WR,BAL,6.50325842696629,2.65995957029221,9.09415841584159,17.4930961586074,70,101,69.3069306930693,799,5,3.81585714285714,3.15837978957493,0.65747735328221,00-0020337,Steve,Smith,89,S.Smith Sr.
2016,REG,0,Larry Fitzgerald,WR,ARI,6.48246268656717,2.36134537674055,7.99486666666667,18.0621072734612,107,150,71.3333333333334,1023,6,3.42971962616822,3.62519638908912,-0.195476762920894,00-0022921,Larry,Fitzgerald,11,L.Fitzgerald
2016,REG,0,Kenny Stills,WR,MIA,6.45918918918919,2.48153870794649,15.2912345679012,31.5840339455881,42,81,51.8518518518519,726,9,4.21690476190476,3.99113717534311,0.225767586561651,00-0030085,Kenny,Stills,10,K.Stills
2016,REG,0,Delanie Walker,TE,TEN,6.43670886075949,2.87238596630186,10.0748039215686,21.0849528905814,65,102,63.7254901960784,800,7,4.01353846153846,4.14262644665172,-0.129087985113259,00-0024389,Delanie,Walker,82,D.Walker
2016,REG,0,Tajae Sharpe,WR,TEN,6.39843373493976,2.11800755949543,13.75,23.41621253406,41,83,49.3975903614458,522,2,2.07634146341463,2.50773155107704,-0.431390087662409,00-0032778,Tajae,Sharpe,19,T.Sharpe
2016,REG,0,Quinton Patton,WR,SF,6.38709677419355,3.222397183142,9.91380952380952,14.6835687064626,37,63,58.7301587301587,408,0,5.3827027027027,5.60734610380189,-0.224643401099189,00-0030450,Quinton,Patton,11,
2016,REG,0,Julian Edelman,WR,NE,6.38191176470588,2.68832646636471,9.4888679245283,33.8283302989264,98,159,61.6352201257862,1106,3,4.93683673469388,4.69184191433604,0.244994820357837,00-0027150,Julian,Edelman,11,J.Edelman
2016,REG,0,Kyle Rudolph,TE,MIN,6.34868686868687,2.8626669857194,7.25363636363636,23.4281407822104,83,132,62.8787878787879,840,7,4.38771084337349,5.25280383176045,-0.865092988386953,00-0027981,Kyle,Rudolph,82,K.Rudolph
2016,REG,0,Zach Ertz,TE,PHI,6.34013698630137,3.2354824947332,8.42084905660377,18.3762161806062,78,106,73.5849056603774,816,4,3.41025641025641,3.96175422677523,-0.55149781651882,00-0030061,Zach,Ertz,86,Z.Ertz
2016,REG,0,Torrey Smith,WR,SF,6.3065306122449,2.34466157261913,13.8328571428571,15.9352349695429,20,49,40.8163265306122,267,3,2.83,3.82771820449765,-0.99771820449765,00-0027996,James,Smith,82,T.Smith
2016,REG,0,Vernon Davis,TE,WAS,6.29711111111111,3.15707466205275,9.72406779661017,10.0486740311171,44,59,74.5762711864407,581,2,5.23931818181818,5.86351802268252,-0.624199840864343,00-0024221,Vernon,Davis,85,V.Davis
2016,REG,0,Marqise Lee,WR,JAX,6.25446601941748,2.5639410991593,11.8669523809524,22.8025195628463,63,105,60,851,3,5.4952380952381,5.37794399208583,0.117294103152271,00-0031431,Marqise,Lee,11,M.Lee
2016,REG,0,Robert Woods,WR,BUF,6.24958904109589,3.525245211532,11.1753947368421,18.0496523232289,51,76,67.1052631578947,613,1,2.69392156862745,3.55159599056185,-0.857674421934396,00-0030431,Robert,Woods,10,R.Woods
2016,REG,0,Nelson Agholor,WR,PHI,6.24939393939394,2.29222122061462,11.4476811594203,16.2615133136521,36,69,52.1739130434783,365,2,3.02277777777778,3.30851455483191,-0.285736777054137,00-0031549,Nelson,Agholor,17,N.Agholor
2016,REG,0,Corey Brown,WR,CAR,6.24382978723404,3.17253264356669,10.0833962264151,8.7954444462731,27,53,50.9433962264151,271,1,4.28555555555556,5.13614933689696,-0.850593781341408,00-0031118,Corey,Brown,10,C.Brown
2016,REG,0,Terrance Williams,WR,DAL,6.241,2.73628046913614,12.3391803278689,17.9334449969384,44,61,72.1311475409836,594,4,3.53022727272727,3.87837586202461,-0.34814858929734,00-0030542,Terrance,Williams,83,T.Williams
2016,REG,0,Devin Funchess,WR,CAR,6.21888888888889,2.0438195354468,14.9131034482759,14.2354470795412,23,58,39.6551724137931,371,4,4.44086956521739,3.7156218601263,0.725247705091087,00-0032055,Devin,Funchess,17,D.Funchess
2016,REG,0,Martellus Bennett,TE,NE,6.20225806451613,3.84831874809739,5.98109589041096,9.78977389931748,55,73,75.3424657534247,701,7,7.63454545454546,6.57054924176167,1.06399621278378,00-0026201,Martellus,Bennett,88,M.Bennett
2016,REG,0,Dontrelle Inman,WR,LAC,6.20166666666667,2.81402946686356,11.4127835051546,21.6329027101706,58,97,59.7938144329897,810,4,3.69724137931035,4.52254361567757,-0.825302236367224,00-0028411,Dontrelle,Inman,15,D.Inman
2016,REG,0,Willie Snead,WR,NO,6.16083333333333,3.12290627476893,7.41519230769231,15.1311452250895,72,104,69.2307692307692,895,4,5.49055555555556,5.89874069102844,-0.408185135472889,00-0030663,Willie,Snead,83,W.Snead
2016,REG,0,Kendall Wright,WR,TEN,6.11394736842105,2.92361427636266,10.6709302325581,9.41470240635567,29,43,67.4418604651163,416,3,4.28206896551724,4.27501600088866,0.00705296462858129,00-0029708,Kendall,Wright,13,
2016,REG,0,Jeremy Maclin,WR,KC,6.08972222222222,2.35935138975884,11.4707894736842,22.2970190672276,44,76,57.8947368421053,536,2,3.09227272727273,4.09289391135802,-1.0006211840853,00-0026995,Jeremy,Maclin,19,J.Maclin
2016,REG,0,Dorial Green-Beckham,WR,PHI,6.06067567567568,2.56305227158177,10.7182432432432,16.3286271312754,36,74,48.6486486486487,392,2,3.97277777777778,4.52159684770678,-0.548819069929005,00-0032218,Dorial,Green-Beckham,18,D.Green-Beckham
2016,REG,0,Antonio Gates,TE,LAC,6.00294117647059,2.78062661000613,8.80032258064516,15.9931136770893,53,93,56.989247311828,548,7,3.59396226415095,4.03212116479877,-0.438158900647825,00-0021547,Antonio,Gates,85,A.Gates
2016,REG,0,Eddie Royal,WR,CHI,6.00153846153846,3.40337911254568,6.27860465116279,5.11260881668425,33,43,76.7441860465116,369,2,5.8069696969697,4.81298362215323,0.993986074816466,00-0026182,William,Royal,19,
2016,REG,0,Michael Crabtree,WR,LV,5.976,2.26104399005194,11.5642068965517,33.8170847055644,89,145,61.3793103448276,1003,8,2.85449438202247,2.92133188591959,-0.0668375038971187,00-0026986,Michael,Crabtree,15,M.Crabtree
2016,REG,0,Will Tye,TE,NYG,5.95897959183673,3.11371515865083,6.31042857142857,9.01708782336935,48,70,68.5714285714286,395,1,3.90020833333333,4.71029534563294,-0.810087012299602,00-0032004,Will,Tye,45,W.Tye
2016,REG,0,John Brown,WR,ARI,5.95353846153846,3.03293992753557,14.7931506849315,16.2648279684554,39,73,53.4246575342466,517,2,2.54358974358974,2.9881372626622,-0.444547519072456,00-0031051,John,Brown,12,Jo.Brown
2016,REG,0,Will Fuller,WR,HOU,5.95130434782609,2.46413490090643,16.318152173913,27.5479065704896,47,92,51.0869565217391,630,2,4.40531914893617,3.833011946271,0.572307202665174,00-0033127,Will,Fuller,15,W.Fuller
2016,REG,0,Julius Thomas,TE,JAX,5.9372972972973,2.78159030348589,7.50039215686274,7.00016836125934,30,51,58.8235294117647,281,4,3.415,5.01409282386423,-1.59909282386423,00-0028067,Julius,Thomas,80,J.Thomas
2016,REG,0,Victor Cruz,WR,NYG,5.93323943661972,2.30243116581438,12.0608333333333,17.7263457860174,39,72,54.1666666666667,586,1,5.03410256410256,4.36314942363072,0.670953140471846,00-0027265,Victor,Cruz,80,V.Cruz
2016,REG,0,Charles Clay,TE,BUF,5.91469696969697,2.98388950113234,8.3864367816092,15.5056189326578,57,87,65.5172413793104,552,4,3.30157894736842,4.2275837910801,-0.926004843711674,00-0028112,Charles,Clay,85,C.Clay
2016,REG,0,J.J. Nelson,WR,ARI,5.90378378378378,2.93046334454392,18.2868918918919,20.3815660262551,34,74,45.945945945946,568,6,4.76352941176471,3.56030705658641,1.20322235517829,00-0032112,J.J.,Nelson,14,J.Nelson
2016,REG,0,Travis Kelce,TE,KC,5.85697916666667,2.95100731214673,6.95145299145299,20.8018210417279,85,117,72.6495726495727,1125,4,7.80823529411765,6.62693586478644,1.18129942933121,00-0030506,Travis,Kelce,87,T.Kelce
2016,REG,0,Jarvis Landry,WR,MIA,5.83851239669422,2.85401560977021,6.47702290076336,21.6364874272294,94,131,71.7557251908397,1136,4,6.54202127659575,4.76578836772365,1.7762329088721,00-0031382,Jarvis,Landry,14,J.Landry
2016,REG,0,Jimmy Graham,TE,SEA,5.83135802469136,2.73364374601445,10.2350526315789,18.9675924210001,65,95,68.421052631579,923,6,4.93230769230769,5.3635174320305,-0.431209739722806,00-0027696,Jimmy,Graham,88,J.Graham
2016,REG,0,Robby Anderson,WR,NYJ,5.82701298701299,2.65012345188485,17.0446153846154,25.3287838000034,42,78,53.8461538461539,587,2,2.56238095238095,3.24110942550933,-0.678728473128374,00-0032688,Robby,Anderson,11,R.Anderson
2016,REG,0,Emmanuel Sanders,WR,DEN,5.80190839694657,2.62947468353194,13.3496350364963,33.7451612069952,79,137,57.6642335766423,1032,5,3.01151898734177,3.43497964249326,-0.423460655151485,00-0027685,Emmanuel,Sanders,10,
2016,REG,0,Michael Floyd,WR,NE,5.7908,2.41889906184703,15.5696052631579,17.8220282311265,37,76,48.6842105263158,488,5,1.74216216216216,3.21197230142381,-1.46981013926165,00-0029638,Michael,Floyd,14,
2016,REG,0,Mike Wallace,WR,BAL,5.77370689655172,2.71341327629605,12.5118965517241,27.641647780296,72,116,62.0689655172414,1017,4,5.83472222222222,5.24899577763181,0.585726444590409,00-0026901,Mike,Wallace,17,M.Wallace
2016,REG,0,Eric Ebron,TE,DET,5.77358208955224,2.63840708029816,8.42752941176471,15.1702668360864,61,85,71.7647058823529,711,1,4.2044262295082,4.71712581642338,-0.512699586915179,00-0031387,Eric,Ebron,85,E.Ebron
2016,REG,0,Trey Burton,TE,PHI,5.77333333333333,3.18694971630758,7.77216666666667,9.60036397923177,37,60,61.6666666666667,327,1,3.49594594594595,3.97119114985308,-0.475245203907134,00-0030710,Trey,Burton,47,T.Burton
2016,REG,0,Jordy Nelson,WR,GB,5.76867132867133,2.66815482199833,13.0116447368421,34.5640111498501,97,152,63.8157894736842,1257,14,3.67072164948454,3.57389358546326,0.0968280640212762,00-0026176,Jordy,Nelson,87,J.Nelson
2016,REG,0,Mike Evans,WR,TB,5.75391812865497,2.16324082580915,15.5382658959538,44.0066530898233,96,173,55.4913294797688,1321,12,1.88645833333333,2.43097980001317,-0.544521466679841,00-0031408,Mike,Evans,13,M.Evans
2016,REG,0,Breshad Perriman,WR,BAL,5.7478125,2.41949236917915,14.8537878787879,18.6708438874817,33,66,50,499,3,5.20666666666667,4.5764978898282,0.630168776838471,00-0032054,Breshad,Perriman,18,B.Perriman
2016,REG,0,Tyler Boyd,WR,CIN,5.73921875,2.77185626733034,9.28666666666667,15.6186995836924,54,81,66.6666666666667,603,1,3.80259259259259,4.84171563056027,-1.03912303796768,00-0033009,Tyler,Boyd,83,T.Boyd
2016,REG,0,Brandon LaFell,WR,CIN,5.73163461538462,2.73964694545497,10.9492523364486,24.3258619436687,64,107,59.8130841121495,862,6,5.1784375,4.94749617431325,0.23094132568675,00-0027681,Brandon,LaFell,11,B.LaFell
2016,REG,0,Eli Rogers,WR,PIT,5.72827586206897,2.98528406655439,9.67363636363636,11.4165653386739,48,66,72.7272727272727,594,3,4.45708333333333,6.35813445546015,-1.90105112212681,00-0031782,Eli,Rogers,17,E.Rogers
2016,REG,0,Tyrell Williams,WR,LAC,5.72405172413793,2.49049038920162,12.186218487395,28.3378831787298,69,119,57.9831932773109,1059,7,6.7,7.42949120436946,-0.729491204369463,00-0032160,Tyrell,Williams,16,Ty.Williams
2016,REG,0,Mohamed Sanu,WR,ATL,5.71657142857143,2.89871222960047,8.60493827160494,14.4961898106552,59,81,72.8395061728395,653,4,4.86525423728814,5.7140030949428,-0.848748857654661,00-0029632,Mohamed,Sanu,12,M.Sanu
2016,REG,0,Kelvin Benjamin,WR,CAR,5.70698275862069,1.80222966893587,12.7205084745763,24.7036750547226,63,118,53.3898305084746,941,7,3.53301587301587,3.82995638920675,-0.296940516190876,00-0031359,Kelvin,Benjamin,13,K.Benjamin
2016,REG,0,Cameron Meredith,WR,CHI,5.7038947368421,2.40098522705613,10.4254639175258,19.1504108380187,66,97,68.0412371134021,888,4,4.34060606060606,3.65840891003492,0.682197150571138,00-0031912,Cameron,Meredith,81,C.Meredith
2016,REG,0,Dennis Pitta,TE,BAL,5.68227848101266,2.89406767899319,6.42785123966942,14.8126916411145,86,121,71.0743801652893,729,2,3.51941860465116,4.13368669837062,-0.614268093719462,00-0027714,Dennis,Pitta,88,D.Pitta
2016,REG,0,T.Y. Hilton,WR,IND,5.66841059602649,2.59627470455449,13.2642580645161,39.3245833158002,91,155,58.7096774193548,1448,6,3.56351648351648,4.44039870276558,-0.876882219249101,00-0029608,T.Y.,Hilton,13,T.Hilton
2016,REG,0,Donte Moncrief,WR,IND,5.66571428571429,2.35538236863999,11.0614285714286,11.848100103669,30,56,53.5714285714286,307,7,2.54133333333333,2.66914328010913,-0.1278099467758,00-0031339,Donte,Moncrief,10,
