game_id,pfr_game_id,season,week,game_type,team,opponent,pfr_player_name,pfr_player_id,carries,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,receiving_broken_tackles
2024_05_BUF_HOU,202410060htx,2024,5,REG,BUF,HOU,Curtis Samuel,SamuCu00,1,-1,-1,0,0,0,
2024_05_IND_JAX,202410060jax,2024,5,REG,JAX,IND,Tank Bigsby,BigsTa00,13,11,0.8,90,6.9,3,
2024_05_IND_JAX,202410060jax,2024,5,REG,JAX,IND,Travis Etienne,EtieTr00,6,9,1.5,8,1.3,0,
2024_05_IND_JAX,202410060jax,2024,5,REG,JAX,IND,Trevor Lawrence,LawrTr00,2,2,1,2,1,0,
2024_05_IND_JAX,202410060jax,2024,5,REG,JAX,IND,Devin Duvernay,DuveDe00,1,0,0,3,3,0,
2024_05_IND_JAX,202410060jax,2024,5,REG,JAX,IND,D'Ernest Johnson,JohnDE04,1,0,0,1,1,0,
2024_05_IND_JAX,202410060jax,2024,5,REG,IND,JAX,Trey Sermon,SermTr00,10,22,2.2,16,1.6,0,
2024_05_IND_JAX,202410060jax,2024,5,REG,IND,JAX,Tyler Goodson,GoodTy00,5,19,3.8,7,1.4,0,
2024_05_IND_JAX,202410060jax,2024,5,REG,IND,JAX,Joe Flacco,FlacJo00,3,21,7,1,0.3,0,
2024_05_IND_JAX,202410060jax,2024,5,REG,IND,JAX,Ashton Dulin,DuliAs00,1,7,7,2,2,0,
2024_05_IND_JAX,202410060jax,2024,5,REG,IND,JAX,Adonai Mitchell,MitcAd00,1,2,2,2,2,0,
2024_05_MIA_NE,202410060nwe,2024,5,REG,NE,MIA,Rhamondre Stevenson,StevRh00,12,46,3.8,43,3.6,0,
2024_05_MIA_NE,202410060nwe,2024,5,REG,NE,MIA,Antonio Gibson,GibsAn00,6,16,2.7,36,6,0,
2024_05_MIA_NE,202410060nwe,2024,5,REG,NE,MIA,Jacoby Brissett,BrisJa00,1,10,10,0,0,0,
2024_05_MIA_NE,202410060nwe,2024,5,REG,MIA,NE,Raheem Mostert,MostRa00,19,37,1.9,43,2.3,0,
2024_05_MIA_NE,202410060nwe,2024,5,REG,MIA,NE,Jaylen Wright,WrigJa04,13,53,4.1,33,2.5,0,
2024_05_MIA_NE,202410060nwe,2024,5,REG,MIA,NE,De'Von Achane,AchaDe00,3,13,4.3,5,1.7,0,
2024_05_MIA_NE,202410060nwe,2024,5,REG,MIA,NE,Tyler Huntley,HuntTy01,3,7,2.3,0,0,0,
2024_05_MIA_NE,202410060nwe,2024,5,REG,MIA,NE,Jake Bailey,BailJa00,1,0,0,0,0,0,
2024_05_MIA_NE,202410060nwe,2024,5,REG,MIA,NE,Alec Ingold,IngoAl01,1,2,2,1,1,0,
2024_05_MIA_NE,202410060nwe,2024,5,REG,MIA,NE,Jonnu Smith,SmitJo01,1,-1,-1,0,0,0,
2024_05_CLE_WAS,202410060was,2024,5,REG,WAS,CLE,Jayden Daniels,DaniJa02,11,51,4.6,31,2.8,0,
2024_05_CLE_WAS,202410060was,2024,5,REG,WAS,CLE,Jeremy McNichols,McNiJe00,7,12,1.7,32,4.6,0,
2024_05_CLE_WAS,202410060was,2024,5,REG,WAS,CLE,Brian Robinson Jr.,RobiBr01,7,-1,-0.1,19,2.7,2,
2024_05_CLE_WAS,202410060was,2024,5,REG,WAS,CLE,Austin Ekeler,EkelAu00,6,48,8,19,3.2,0,
2024_05_CLE_WAS,202410060was,2024,5,REG,WAS,CLE,Marcus Mariota,MariMa01,2,1,0.5,1,0.5,0,
2024_05_CLE_WAS,202410060was,2024,5,REG,WAS,CLE,Terry McLaurin,McLaTe00,1,2,2,0,0,0,
2024_05_CLE_WAS,202410060was,2024,5,REG,CLE,WAS,Jerome Ford,FordJe00,9,31,3.4,16,1.8,1,
2024_05_CLE_WAS,202410060was,2024,5,REG,CLE,WAS,D'Onta Foreman,ForeDO00,9,26,2.9,18,2,0,
2024_05_CLE_WAS,202410060was,2024,5,REG,CLE,WAS,Deshaun Watson,WatsDe00,3,10,3.3,4,1.3,0,
2024_05_CLE_WAS,202410060was,2024,5,REG,CLE,WAS,Pierre Strong,StroPi00,1,1,1,1,1,0,
2024_05_CLE_WAS,202410060was,2024,5,REG,CLE,WAS,Jameis Winston,WinsJa00,1,-3,-3,0,0,0,
2024_05_LV_DEN,202410060den,2024,5,REG,DEN,LV,Javonte Williams,WillJa10,13,28,2.2,33,2.5,0,
2024_05_LV_DEN,202410060den,2024,5,REG,DEN,LV,Bo Nix,NixxBo00,8,9,1.1,0,0,0,
2024_05_LV_DEN,202410060den,2024,5,REG,DEN,LV,Jaleel McLaughlin,McLaJa00,6,16,2.7,6,1,0,
2024_05_LV_DEN,202410060den,2024,5,REG,DEN,LV,Marvin Mims,MimsMa00,1,0,0,17,17,1,
2024_05_LV_DEN,202410060den,2024,5,REG,LV,DEN,Alexander Mattison,MattAl01,15,19,1.3,19,1.3,0,
2024_05_LV_DEN,202410060den,2024,5,REG,LV,DEN,Ameer Abdullah,AbduAm00,5,37,7.4,5,1,0,
2024_05_LV_DEN,202410060den,2024,5,REG,LV,DEN,Gardner Minshew II,MinsGa00,2,15,7.5,7,3.5,0,
2024_05_LV_DEN,202410060den,2024,5,REG,LV,DEN,Tre Tucker,TuckTr00,2,6,3,2,1,0,
2024_05_LV_DEN,202410060den,2024,5,REG,LV,DEN,DJ Turner,TurnDJ00,1,2,2,3,3,0,
2024_05_ARI_SF,202410060sfo,2024,5,REG,SF,ARI,Jordan Mason,MasoJo00,14,44,3.1,45,3.2,3,
2024_05_ARI_SF,202410060sfo,2024,5,REG,SF,ARI,Isaac Guerendo,GuerIs00,5,9,1.8,13,2.6,0,
2024_05_ARI_SF,202410060sfo,2024,5,REG,SF,ARI,Brock Purdy,PurdBr00,4,32,8,1,0.3,0,
2024_05_ARI_SF,202410060sfo,2024,5,REG,SF,ARI,Deebo Samuel,SamuDe00,3,1,0.3,8,2.7,1,
2024_05_ARI_SF,202410060sfo,2024,5,REG,ARI,SF,James Conner,ConnJa00,19,11,0.6,75,3.9,6,
2024_05_ARI_SF,202410060sfo,2024,5,REG,ARI,SF,Kyler Murray,MurrKy00,7,72,10.3,11,1.6,0,
2024_05_GB_LA,202410060ram,2024,5,REG,LA,GB,Kyren Williams,WillKy02,22,60,2.7,42,1.9,3,
2024_05_GB_LA,202410060ram,2024,5,REG,LA,GB,Blake Corum,CoruBl00,5,17,3.4,8,1.6,0,
2024_05_GB_LA,202410060ram,2024,5,REG,LA,GB,Tutu Atwell,AtweTu00,1,6,6,1,1,0,
2024_05_GB_LA,202410060ram,2024,5,REG,GB,LA,Josh Jacobs,JacoJo01,19,34,1.8,39,2.1,0,
2024_05_GB_LA,202410060ram,2024,5,REG,GB,LA,Emanuel Wilson,WilsEm00,6,13,2.2,11,1.8,1,
2024_05_GB_LA,202410060ram,2024,5,REG,GB,LA,Jordan Love,LoveJo03,3,-2,-0.7,12,4,0,
2024_05_GB_LA,202410060ram,2024,5,REG,GB,LA,Jayden Reed,ReedJa03,2,19,9.5,0,0,0,
2024_05_NYG_SEA,202410060sea,2024,5,REG,SEA,NYG,Kenneth Walker III,WalkKe00,5,13,2.6,6,1.2,1,
2024_05_NYG_SEA,202410060sea,2024,5,REG,SEA,NYG,Geno Smith,SmitGe00,4,65,16.3,7,1.8,0,
2024_05_NYG_SEA,202410060sea,2024,5,REG,SEA,NYG,Zach Charbonnet,CharZa00,2,9,4.5,2,1,0,
2024_05_NYG_SEA,202410060sea,2024,5,REG,NYG,SEA,Tyrone Tracy,TracTy00,18,97,5.4,32,1.8,0,
2024_05_NYG_SEA,202410060sea,2024,5,REG,NYG,SEA,Daniel Jones,JoneDa05,11,20,1.8,18,1.6,1,
2024_05_NYG_SEA,202410060sea,2024,5,REG,NYG,SEA,Eric Gray,GrayEr01,4,3,0.8,1,0.3,0,
2024_05_NYG_SEA,202410060sea,2024,5,REG,NYG,SEA,Wan'Dale Robinson,RobiWa01,1,0,0,4,4,0,
2024_05_DAL_PIT,202410060pit,2024,5,REG,PIT,DAL,Najee Harris,HarrNa00,14,21,1.5,21,1.5,0,
2024_05_DAL_PIT,202410060pit,2024,5,REG,PIT,DAL,Justin Fields,FielJu00,6,22,3.7,5,0.8,0,
2024_05_DAL_PIT,202410060pit,2024,5,REG,PIT,DAL,Aaron Shampklin,ShamAa00,4,7,1.8,7,1.8,0,
2024_05_DAL_PIT,202410060pit,2024,5,REG,PIT,DAL,Jonathan Ward,WardJo00,2,7,3.5,2,1,0,
2024_05_DAL_PIT,202410060pit,2024,5,REG,DAL,PIT,Rico Dowdle,DowdRi01,20,52,2.6,35,1.8,3,
2024_05_DAL_PIT,202410060pit,2024,5,REG,DAL,PIT,Ezekiel Elliott,ElliEz00,6,10,1.7,7,1.2,0,
2024_05_DAL_PIT,202410060pit,2024,5,REG,DAL,PIT,Hunter Luepke,LuepHu00,2,6,3,0,0,0,
2024_05_DAL_PIT,202410060pit,2024,5,REG,DAL,PIT,CeeDee Lamb,LambCe00,1,0,0,2,2,0,
2024_05_DAL_PIT,202410060pit,2024,5,REG,DAL,PIT,Dak Prescott,PresDa01,1,3,3,0,0,0,
2024_05_DAL_PIT,202410060pit,2024,5,REG,DAL,PIT,KaVontae Turpin,TurpKa00,1,-6,-6,0,0,0,
2024_05_NO_KC,202410070kan,2024,5,REG,KC,NO,Kareem Hunt,HuntKa00,27,50,1.9,52,1.9,2,
2024_05_NO_KC,202410070kan,2024,5,REG,KC,NO,Patrick Mahomes,MahoPa00,6,22,3.7,0,0,0,
2024_05_NO_KC,202410070kan,2024,5,REG,KC,NO,Carson Steele,SteeCa00,5,5,1,7,1.4,0,
2024_05_NO_KC,202410070kan,2024,5,REG,KC,NO,Xavier Worthy,WortXa00,1,3,3,0,0,0,
2024_05_NO_KC,202410070kan,2024,5,REG,NO,KC,Alvin Kamara,KamaAl00,11,7,0.6,19,1.7,2,
2024_05_NO_KC,202410070kan,2024,5,REG,NO,KC,Jake Haener,HaenJa00,2,11,5.5,0,0,0,
2024_05_NO_KC,202410070kan,2024,5,REG,NO,KC,Jamaal Williams,WillJa06,2,7,3.5,2,1,0,
2024_06_SF_SEA,202410100sea,2024,6,REG,SEA,SF,Kenneth Walker III,WalkKe00,14,15,1.1,17,1.2,0,
2024_06_SF_SEA,202410100sea,2024,6,REG,SEA,SF,Zach Charbonnet,CharZa00,5,8,1.6,12,2.4,1,
2024_06_SF_SEA,202410100sea,2024,6,REG,SEA,SF,Geno Smith,SmitGe00,1,0,0,0,0,0,
2024_06_SF_SEA,202410100sea,2024,6,REG,SF,SEA,Isaac Guerendo,GuerIs00,10,11,1.1,88,8.8,0,
2024_06_SF_SEA,202410100sea,2024,6,REG,SF,SEA,Jordan Mason,MasoJo00,9,30,3.3,43,4.8,1,
2024_06_SF_SEA,202410100sea,2024,6,REG,SF,SEA,Patrick Taylor,TaylPa01,5,10,2,6,1.2,0,
2024_06_SF_SEA,202410100sea,2024,6,REG,SF,SEA,Brock Purdy,PurdBr00,4,16,4,3,0.8,1,
2024_06_SF_SEA,202410100sea,2024,6,REG,SF,SEA,Deebo Samuel,SamuDe00,4,9,2.3,6,1.5,0,
2024_06_SF_SEA,202410100sea,2024,6,REG,SF,SEA,Kyle Juszczyk,JuszKy00,1,1,1,5,5,0,
2024_06_JAX_CHI,202410130chi,2024,6,REG,CHI,JAX,D'Andre Swift,SwifDA00,17,53,3.1,38,2.2,1,
2024_06_JAX_CHI,202410130chi,2024,6,REG,CHI,JAX,Roschon Johnson,JohnRo07,5,4,0.8,4,0.8,0,
2024_06_JAX_CHI,202410130chi,2024,6,REG,CHI,JAX,Caleb Williams,WillCa03,4,35,8.8,21,5.3,0,
2024_06_JAX_CHI,202410130chi,2024,6,REG,CHI,JAX,Tyson Bagent,BageTy00,3,-3,-1,0,0,0,
2024_06_JAX_CHI,202410130chi,2024,6,REG,JAX,CHI,Tank Bigsby,BigsTa00,7,5,0.7,19,2.7,0,
2024_06_JAX_CHI,202410130chi,2024,6,REG,JAX,CHI,D'Ernest Johnson,JohnDE04,6,14,2.3,14,2.3,0,
2024_06_JAX_CHI,202410130chi,2024,6,REG,JAX,CHI,Trevor Lawrence,LawrTr00,4,6,1.5,11,2.8,1,
2024_06_JAX_CHI,202410130chi,2024,6,REG,JAX,CHI,Travis Etienne,EtieTr00,3,-2,-0.7,1,0.3,0,
2024_06_WAS_BAL,202410130rav,2024,6,REG,BAL,WAS,Derrick Henry,HenrDe00,24,71,3,61,2.5,0,
2024_06_WAS_BAL,202410130rav,2024,6,REG,BAL,WAS,Lamar Jackson,JackLa00,11,30,2.7,10,0.9,0,
2024_06_WAS_BAL,202410130rav,2024,6,REG,BAL,WAS,Zay Flowers,FlowZa00,1,2,2,0,0,0,
2024_06_WAS_BAL,202410130rav,2024,6,REG,BAL,WAS,Justice Hill,HillJu00,1,2,2,0,0,0,
2024_06_WAS_BAL,202410130rav,2024,6,REG,WAS,BAL,Austin Ekeler,EkelAu00,9,15,1.7,6,0.7,0,
2024_06_WAS_BAL,202410130rav,2024,6,REG,WAS,BAL,Jayden Daniels,DaniJa02,6,20,3.3,2,0.3,0,
2024_06_WAS_BAL,202410130rav,2024,6,REG,WAS,BAL,Jeremy McNichols,McNiJe00,2,7,3.5,2,1,0,
2024_06_WAS_BAL,202410130rav,2024,6,REG,WAS,BAL,Terry McLaurin,McLaTe00,1,0,0,0,0,0,
2024_06_ARI_GB,202410130gnb,2024,6,REG,GB,ARI,Josh Jacobs,JacoJo01,18,36,2,26,1.4,1,
2024_06_ARI_GB,202410130gnb,2024,6,REG,GB,ARI,Emanuel Wilson,WilsEm00,7,32,4.6,22,3.1,1,
2024_06_ARI_GB,202410130gnb,2024,6,REG,GB,ARI,Jordan Love,LoveJo03,5,13,2.6,0,0,0,
2024_06_ARI_GB,202410130gnb,2024,6,REG,GB,ARI,Chris Brooks,BrooCh00,4,6,1.5,15,3.8,0,
2024_06_ARI_GB,202410130gnb,2024,6,REG,GB,ARI,Bo Melton,MeltBo00,2,21,10.5,6,3,0,
2024_06_ARI_GB,202410130gnb,2024,6,REG,GB,ARI,Tucker Kraft,KrafTu00,1,0,0,2,2,0,
2024_06_ARI_GB,202410130gnb,2024,6,REG,GB,ARI,Jayden Reed,ReedJa03,1,0,0,0,0,0,
2024_06_ARI_GB,202410130gnb,2024,6,REG,ARI,GB,James Conner,ConnJa00,7,6,0.9,18,2.6,1,
2024_06_ARI_GB,202410130gnb,2024,6,REG,ARI,GB,Kyler Murray,MurrKy00,7,14,2,0,0,0,
2024_06_ARI_GB,202410130gnb,2024,6,REG,ARI,GB,Trey Benson,BensTr01,5,21,4.2,5,1,0,
2024_06_ARI_GB,202410130gnb,2024,6,REG,ARI,GB,Emari Demercado,DemeEm00,4,12,3,13,3.3,0,
2024_06_HOU_NE,202410130nwe,2024,6,REG,NE,HOU,Antonio Gibson,GibsAn00,13,6,0.5,13,1,2,
2024_06_HOU_NE,202410130nwe,2024,6,REG,NE,HOU,Terrell Jennings,JennTe00,5,6,1.2,7,1.4,0,
2024_06_HOU_NE,202410130nwe,2024,6,REG,NE,HOU,Drake Maye,MayeDr00,5,18,3.6,20,4,1,
2024_06_HOU_NE,202410130nwe,2024,6,REG,NE,HOU,Jamycal Hasty,HastJa02,3,7,2.3,5,1.7,0,
2024_06_HOU_NE,202410130nwe,2024,6,REG,HOU,NE,Joe Mixon,MixoJo00,13,83,6.4,19,1.5,1,
2024_06_HOU_NE,202410130nwe,2024,6,REG,HOU,NE,Dameon Pierce,PierDa01,8,18,2.3,58,7.3,1,
2024_06_HOU_NE,202410130nwe,2024,6,REG,HOU,NE,C.J. Stroud,StroCJ00,3,7,2.3,0,0,0,
2024_06_HOU_NE,202410130nwe,2024,6,REG,HOU,NE,Cam Akers,AkerCa00,2,-2,-1,1,0.5,0,
2024_06_HOU_NE,202410130nwe,2024,6,REG,HOU,NE,Dare Ogunbowale,OgunDa00,2,5,2.5,3,1.5,0,
2024_06_TB_NO,202410130nor,2024,6,REG,NO,TB,Alvin Kamara,KamaAl00,13,30,2.3,10,0.8,0,
2024_06_TB_NO,202410130nor,2024,6,REG,NO,TB,Spencer Rattler,RattSp00,4,11,2.8,16,4,0,
2024_06_TB_NO,202410130nor,2024,6,REG,NO,TB,Jamaal Williams,WillJa06,2,4,2,3,1.5,0,
2024_06_TB_NO,202410130nor,2024,6,REG,NO,TB,Jordan Mims,MimsJo00,1,5,5,0,0,0,
2024_06_TB_NO,202410130nor,2024,6,REG,NO,TB,Rashid Shaheed,ShahRa00,1,1,1,1,1,0,
2024_06_TB_NO,202410130nor,2024,6,REG,TB,NO,Bucky Irving,IrviBu00,14,27,1.9,54,3.9,2,
2024_06_TB_NO,202410130nor,2024,6,REG,TB,NO,Sean Tucker,TuckSe00,14,101,7.2,35,2.5,0,
2024_06_TB_NO,202410130nor,2024,6,REG,TB,NO,Sterling Shepard,ShepSt00,4,23,5.8,8,2,0,
2024_06_TB_NO,202410130nor,2024,6,REG,TB,NO,Baker Mayfield,MayfBa00,3,12,4,17,5.7,1,
2024_06_CLE_PHI,202410130phi,2024,6,REG,PHI,CLE,Saquon Barkley,BarkSa00,18,20,1.1,27,1.5,1,
2024_06_CLE_PHI,202410130phi,2024,6,REG,PHI,CLE,Jalen Hurts,HurtJa00,14,25,1.8,8,0.6,0,
2024_06_CLE_PHI,202410130phi,2024,6,REG,PHI,CLE,Kenneth Gainwell,GainKe00,3,21,7,2,0.7,0,
2024_06_CLE_PHI,202410130phi,2024,6,REG,PHI,CLE,Jahan Dotson,DotsJa00,1,13,13,0,0,0,
2024_06_CLE_PHI,202410130phi,2024,6,REG,CLE,PHI,D'Onta Foreman,ForeDO00,10,25,2.5,6,0.6,0,
2024_06_CLE_PHI,202410130phi,2024,6,REG,CLE,PHI,Pierre Strong,StroPi00,8,26,3.3,17,2.1,0,
2024_06_CLE_PHI,202410130phi,2024,6,REG,CLE,PHI,Deshaun Watson,WatsDe00,4,17,4.3,0,0,0,
2024_06_CLE_PHI,202410130phi,2024,6,REG,CLE,PHI,Jerome Ford,FordJe00,2,12,6,2,1,0,
2024_06_CLE_PHI,202410130phi,2024,6,REG,CLE,PHI,Cedric Tillman,TillCe01,1,-5,-5,0,0,0,
2024_06_IND_TEN,202410130oti,2024,6,REG,TEN,IND,Tony Pollard,PollTo00,17,45,2.6,48,2.8,2,
2024_06_IND_TEN,202410130oti,2024,6,REG,TEN,IND,Tyjae Spears,SpeaTy00,6,9,1.5,18,3,0,
2024_06_IND_TEN,202410130oti,2024,6,REG,TEN,IND,Will Levis,LeviWi00,3,12,4,3,1,0,
2024_06_IND_TEN,202410130oti,2024,6,REG,TEN,IND,Julius Chestnut,ChesJu00,1,1,1,1,1,0,
2024_06_IND_TEN,202410130oti,2024,6,REG,TEN,IND,Calvin Ridley,RidlCa00,1,7,7,2,2,0,
2024_06_IND_TEN,202410130oti,2024,6,REG,IND,TEN,Trey Sermon,SermTr00,18,8,0.4,21,1.2,0,
2024_06_IND_TEN,202410130oti,2024,6,REG,IND,TEN,Tyler Goodson,GoodTy00,8,33,4.1,18,2.3,0,
2024_06_IND_TEN,202410130oti,2024,6,REG,IND,TEN,Josh Downs,DownJo00,1,-1,-1,0,0,0,
2024_06_IND_TEN,202410130oti,2024,6,REG,IND,TEN,Joe Flacco,FlacJo00,1,0,0,1,1,0,
2024_06_LAC_DEN,202410130den,2024,6,REG,DEN,LAC,Bo Nix,NixxBo00,6,33,5.5,28,4.7,1,
2024_06_LAC_DEN,202410130den,2024,6,REG,DEN,LAC,Javonte Williams,WillJa10,6,16,2.7,7,1.2,0,
2024_06_LAC_DEN,202410130den,2024,6,REG,DEN,LAC,Jaleel McLaughlin,McLaJa00,3,5,1.7,3,1,0,
2024_06_LAC_DEN,202410130den,2024,6,REG,DEN,LAC,Audric Estime,EstiAu00,2,4,2,9,4.5,0,
2024_06_LAC_DEN,202410130den,2024,6,REG,DEN,LAC,Troy Franklin,FranTr00,1,3,3,2,2,0,
2024_06_LAC_DEN,202410130den,2024,6,REG,LAC,DEN,J.K. Dobbins,DobbJK00,25,64,2.6,32,1.3,1,
2024_06_LAC_DEN,202410130den,2024,6,REG,LAC,DEN,Justin Herbert,HerbJu00,4,-3,-0.8,5,1.3,1,
2024_06_LAC_DEN,202410130den,2024,6,REG,LAC,DEN,Kimani Vidal,VidaKi00,4,3,0.8,8,2,0,
2024_06_LAC_DEN,202410130den,2024,6,REG,LAC,DEN,Derius Davis,DaviDe02,2,12,6,2,1,0,
2024_06_LAC_DEN,202410130den,2024,6,REG,LAC,DEN,Hassan Haskins,HaskHa00,2,1,0.5,4,2,0,
2024_06_LAC_DEN,202410130den,2024,6,REG,LAC,DEN,Quentin Johnston,JohnQu02,1,0,0,0,0,0,
2024_06_PIT_LV,202410130rai,2024,6,REG,LV,PIT,Alexander Mattison,MattAl01,14,23,1.6,10,0.7,0,
2024_06_PIT_LV,202410130rai,2024,6,REG,LV,PIT,Ameer Abdullah,AbduAm00,4,17,4.3,7,1.8,0,
2024_06_PIT_LV,202410130rai,2024,6,REG,LV,PIT,Dylan Laube,LaubDy00,1,0,0,0,0,0,
2024_06_PIT_LV,202410130rai,2024,6,REG,PIT,LV,Najee Harris,HarrNa00,14,33,2.4,73,5.2,5,
2024_06_PIT_LV,202410130rai,2024,6,REG,PIT,LV,Justin Fields,FielJu00,11,48,4.4,11,1,1,
2024_06_PIT_LV,202410130rai,2024,6,REG,PIT,LV,Jaylen Warren,WarrJa01,6,1,0.2,6,1,0,
2024_06_PIT_LV,202410130rai,2024,6,REG,PIT,LV,Jonathan Ward,WardJo00,3,5,1.7,8,2.7,1,
2024_06_PIT_LV,202410130rai,2024,6,REG,PIT,LV,Aaron Shampklin,ShamAa00,1,-2,-2,0,0,0,
2024_06_ATL_CAR,202410130car,2024,6,REG,CAR,ATL,Chuba Hubbard,HubbCh01,18,53,2.9,39,2.2,0,
2024_06_ATL_CAR,202410130car,2024,6,REG,CAR,ATL,Andy Dalton,DaltAn00,3,2,0.7,19,6.3,1,
2024_06_ATL_CAR,202410130car,2024,6,REG,CAR,ATL,Miles Sanders,SandMi01,3,-2,-0.7,3,1,0,
2024_06_ATL_CAR,202410130car,2024,6,REG,ATL,CAR,Tyler Allgeier,AllgTy00,18,31,1.7,74,4.1,0,
2024_06_ATL_CAR,202410130car,2024,6,REG,ATL,CAR,Bijan Robinson,RobiBi01,15,58,3.9,37,2.5,0,
2024_06_ATL_CAR,202410130car,2024,6,REG,ATL,CAR,Kirk Cousins,CousKi00,4,-5,-1.3,0,0,0,
2024_06_ATL_CAR,202410130car,2024,6,REG,ATL,CAR,Ray-Ray McCloud,McClRa00,1,3,3,0,0,0,
2024_06_DET_DAL,202410130dal,2024,6,REG,DAL,DET,Ezekiel Elliott,ElliEz00,8,7,0.9,10,1.3,0,
2024_06_DET_DAL,202410130dal,2024,6,REG,DAL,DET,Rico Dowdle,DowdRi01,5,21,4.2,4,0.8,0,
2024_06_DET_DAL,202410130dal,2024,6,REG,DAL,DET,CeeDee Lamb,LambCe00,1,2,2,0,0,0,
2024_06_DET_DAL,202410130dal,2024,6,REG,DAL,DET,Dak Prescott,PresDa01,1,1,1,0,0,0,
2024_06_DET_DAL,202410130dal,2024,6,REG,DAL,DET,Cooper Rush,RushCo00,1,2,2,0,0,0,
2024_06_DET_DAL,202410130dal,2024,6,REG,DAL,DET,KaVontae Turpin,TurpKa00,1,4,4,2,2,0,
2024_06_DET_DAL,202410130dal,2024,6,REG,DET,DAL,Jahmyr Gibbs,GibbJa01,12,50,4.2,13,1.1,0,
2024_06_DET_DAL,202410130dal,2024,6,REG,DET,DAL,David Montgomery,MontDa01,12,46,3.8,34,2.8,2,
2024_06_DET_DAL,202410130dal,2024,6,REG,DET,DAL,Craig Reynolds,ReynCr00,6,17,2.8,4,0.7,1,
2024_06_DET_DAL,202410130dal,2024,6,REG,DET,DAL,Jared Goff,GoffJa00,3,4,1.3,1,0.3,0,
2024_06_DET_DAL,202410130dal,2024,6,REG,DET,DAL,Hendon Hooker,HookHe00,1,-1,-1,0,0,0,
2024_06_DET_DAL,202410130dal,2024,6,REG,DET,DAL,Sione Vaki,VakiSi00,1,4,4,1,1,0,
2024_06_DET_DAL,202410130dal,2024,6,REG,DET,DAL,Jameson Williams,WillJa11,1,8,8,3,3,0,
2024_06_CIN_NYG,202410130nyg,2024,6,REG,NYG,CIN,Tyrone Tracy,TracTy00,17,24,1.4,26,1.5,1,
2024_06_CIN_NYG,202410130nyg,2024,6,REG,NYG,CIN,Daniel Jones,JoneDa05,11,52,4.7,4,0.4,0,
2024_06_CIN_NYG,202410130nyg,2024,6,REG,NYG,CIN,Eric Gray,GrayEr01,3,7,2.3,6,2,0,
2024_06_CIN_NYG,202410130nyg,2024,6,REG,CIN,NYG,Chase Brown,BrowCh10,10,49,4.9,4,0.4,1,
2024_06_CIN_NYG,202410130nyg,2024,6,REG,CIN,NYG,Zack Moss,MossZa00,6,10,1.7,3,0.5,0,
2024_06_CIN_NYG,202410130nyg,2024,6,REG,CIN,NYG,Joe Burrow,BurrJo01,4,55,13.8,0,0,0,
2024_06_BUF_NYJ,202410140nyj,2024,6,REG,NYJ,BUF,Breece Hall,HallBr03,18,72,4,41,2.3,1,
2024_06_BUF_NYJ,202410140nyj,2024,6,REG,NYJ,BUF,Braelon Allen,AlleBr05,3,2,0.7,6,2,0,
2024_06_BUF_NYJ,202410140nyj,2024,6,REG,BUF,NYJ,Ray Davis,DaviRa04,20,49,2.5,48,2.4,1,
2024_06_BUF_NYJ,202410140nyj,2024,6,REG,BUF,NYJ,Josh Allen,AlleJo02,9,10,1.1,8,0.9,0,
2024_06_BUF_NYJ,202410140nyj,2024,6,REG,BUF,NYJ,Ty Johnson,JohnTy02,4,23,5.8,11,2.8,0,
2024_07_DEN_NO,202410170nor,2024,7,REG,NO,DEN,Alvin Kamara,KamaAl00,7,0,0,10,1.4,0,
2024_07_DEN_NO,202410170nor,2024,7,REG,NO,DEN,Kendre Miller,MillKe01,6,13,2.2,23,3.8,1,
2024_07_DEN_NO,202410170nor,2024,7,REG,NO,DEN,Spencer Rattler,RattSp00,5,6,1.2,28,5.6,0,
2024_07_DEN_NO,202410170nor,2024,7,REG,NO,DEN,Jamaal Williams,WillJa06,3,7,2.3,10,3.3,0,
2024_07_DEN_NO,202410170nor,2024,7,REG,DEN,NO,Javonte Williams,WillJa10,14,34,2.4,54,3.9,1,
2024_07_DEN_NO,202410170nor,2024,7,REG,DEN,NO,Bo Nix,NixxBo00,10,60,6,15,1.5,1,
2024_07_DEN_NO,202410170nor,2024,7,REG,DEN,NO,Audric Estime,EstiAu00,5,8,1.6,21,4.2,0,
2024_07_DEN_NO,202410170nor,2024,7,REG,DEN,NO,Jaleel McLaughlin,McLaJa00,4,13,3.3,22,5.5,0,
2024_07_DEN_NO,202410170nor,2024,7,REG,DEN,NO,Jarrett Stidham,StidJa00,2,-2,-1,0,0,0,
2024_07_NE_JAX,202410200jax,2024,7,REG,JAX,NE,Tank Bigsby,BigsTa00,26,55,2.1,63,2.4,0,
2024_07_NE_JAX,202410200jax,2024,7,REG,JAX,NE,D'Ernest Johnson,JohnDE04,9,20,2.2,18,2,0,
2024_07_NE_JAX,202410200jax,2024,7,REG,JAX,NE,Trevor Lawrence,LawrTr00,2,12,6,1,0.5,0,
2024_07_NE_JAX,202410200jax,2024,7,REG,JAX,NE,Brian Thomas,ThomBr06,2,1,0.5,1,0.5,0,
2024_07_NE_JAX,202410200jax,2024,7,REG,NE,JAX,Rhamondre Stevenson,StevRh00,7,8,1.1,10,1.4,0,
